Timestamp, Acceleration x, Acceleration y, Acceleration z, Marker
10,-0.0439453,-0.70459,-0.823242,0
50,-0.0449219,-0.703613,-0.822754,0
70,-0.0419922,-0.703125,-0.818848,0
90,-0.0458984,-0.709473,-0.821777,0
110,-0.0419922,-0.703125,-0.821777,0
120,-0.0439453,-0.705566,-0.822266,0
120,-0.0429688,-0.706543,-0.823242,0
170,-0.0405273,-0.69873,-0.825195,0
190,-0.0463867,-0.70752,-0.818848,0
210,-0.0483398,-0.703613,-0.825195,0
230,-0.0444336,-0.94043,-0.961426,0
250,0.837891,0.0595703,-0.77002,0
270,0.0395508,-0.588867,-1.4248,0
290,-0.571777,-1.83545,-0.978516,0
310,0.602539,-2.05566,-0.0957031,0
330,0.209961,-2.23242,-0.277832,0
350,-0.764648,0.298828,-0.819824,0
370,-1.02197,-0.416504,-1.64502,0
390,-0.345703,-0.504883,0.0698242,0
410,-0.845703,-0.625977,-0.596191,0
430,0.174316,-0.839844,-0.365234,0
450,0.245117,-0.746582,-0.549316,0
470,0.470215,-0.641602,-1.11133,0
490,0.248535,-0.466797,-1.02734,0
510,-0.260254,-0.37793,-1.00342,0
530,-0.40918,-0.427734,-0.661133,0
550,-0.21582,-0.37207,-0.827637,0
570,-0.130371,-0.322266,-0.956543,0
590,-0.180176,-0.175293,-0.837891,0
610,-0.322266,-0.132324,-0.875488,0
630,-0.30127,-0.111816,-0.933594,0
650,-0.272461,0.00976562,-1.08105,0
670,-0.263672,0.177246,-1.12305,0
690,-0.22998,0.319824,-1.19971,0
710,-0.0756836,0.279785,-0.930176,0
730,-0.267578,0.394043,-0.879883,0
750,-0.441406,0.0810547,-1.13281,0
770,-0.232422,0.682129,-1.21289,0
790,-0.306641,0.941895,-1.21387,0
810,-0.422852,0.823242,-0.806152,0
830,-0.150879,0.684082,-0.769043,0
850,-0.0336914,0.945801,-0.668457,0
870,0.14502,0.663574,-0.477051,0
890,-0.03125,0.515137,-0.0585938,0
910,0.226562,0.626953,0.074707,0
930,0.28125,0.789551,0.337891,0
950,0.0996094,0.543457,0.687988,0
970,-0.0102539,0.298828,0.79541,0
990,-0.283203,0.432617,0.446777,0
1010,-0.796387,0.831055,-0.313965,0
1030,-0.623535,1.06982,-0.451172,0
1040,-0.31543,1.01709,-0.552734,0
1060,-0.186523,0.872559,-0.770996,0
1080,-0.0888672,0.853027,-1.06885,0
1100,-0.0141602,0.898926,-0.729492,0
1120,-0.0830078,0.974121,-0.595215,0
1140,-0.442383,0.769043,-0.410645,0
1160,-0.348633,0.797363,-0.368164,0
1180,-0.0102539,0.847656,-0.428711,0
1200,0.14209,0.890625,-0.511719,0
1220,-0.0419922,0.778809,-0.598145,0
1240,0.169434,0.694336,-0.690918,0
1260,0.0615234,0.789551,-0.901367,0
1280,-0.0322266,0.765625,-1.00439,0
1300,-0.0800781,0.575195,-1.1665,0
1320,0.0878906,0.478027,-1.1582,0
1340,0.243652,0.489746,-1.04932,0
1360,0.338379,0.69873,-1.03223,0
1380,0.224121,0.730957,-1.04883,0
1400,0.128418,0.711426,-0.955566,0
1420,0.200195,0.76416,-1.05566,0
1440,0,0.827637,-0.995117,0
1460,-0.147949,0.825684,-0.735352,0
1480,-0.186035,0.754883,-0.519043,0
1500,-0.321777,0.760742,-0.243164,0
1520,-0.495117,0.752441,-0.0361328,0
1540,-0.462402,0.774902,-0.0175781,0
1560,-0.568359,0.81543,-0.0595703,0
1580,-0.421875,0.791504,-0.288086,0
1600,-0.279785,0.788086,-0.540039,0
1620,-0.431641,0.796875,-0.544434,0
1640,-0.233887,0.837402,-0.589844,0
1660,-0.0429688,0.975586,-0.639648,0
1680,-0.20459,0.814453,-0.42041,0
1700,0.153809,0.970703,-0.331543,0
1720,0.254395,1.09131,-0.350586,0
1740,0,1.03613,-0.207031,0
1760,-0.0395508,1.03223,-0.231445,0
1780,-0.0751953,1.03955,-0.287598,0
1800,-0.195312,0.985352,-0.388672,0
1820,-0.306641,0.883789,-0.724609,0
1840,-0.160156,0.969238,-0.551758,0
1860,-0.383301,0.865723,-0.539551,0
1880,-0.301758,0.895508,-0.494629,0
1900,-0.236816,0.840332,-0.588379,0
1920,-0.180664,0.91748,-0.522461,0
1940,-0.319336,0.797852,-0.550293,0
1960,-0.26709,0.858398,-0.565918,0
1980,-0.209473,0.862305,-0.626465,0
2000,-0.271973,0.82959,-0.574219,0
2020,-0.191406,0.844238,-0.54541,0
2040,-0.179199,0.838867,-0.506836,0
2060,-0.29541,0.86377,-0.393555,0
2080,-0.20166,0.922852,-0.57959,0
2100,-0.210449,0.923828,-0.489258,0
2120,-0.0966797,0.87793,-0.486328,0
2140,-0.0668945,0.92041,-0.493652,0
2160,-0.14502,0.683594,-0.215332,0
2180,-0.108887,0.995605,-0.0600586,0
2200,-0.255371,0.830566,-0.518066,0
2220,-0.102539,0.990723,-0.427734,0
2240,0.000488281,0.947266,-0.879395,0
2260,0.0830078,0.967285,-0.624023,0
2280,0.00585938,0.728027,-0.435547,0
2300,-0.772461,1.01367,-0.171387,0
2320,-0.959473,1.04053,-0.637207,0
2340,-0.279297,1.16602,-0.287598,0
2360,-0.175293,0.844727,-0.363281,0
2380,-0.105957,0.812012,-0.63916,0
2400,0.180664,0.987793,-0.361816,0
2420,-0.0698242,0.961914,-0.417969,0
2440,-0.152832,0.912598,-0.271484,0
2460,-0.352539,0.832031,-0.243652,0
2480,-0.335938,0.894531,-0.19043,0
2500,-0.20166,0.964355,-0.181152,0
2520,-0.140137,0.950684,-0.203613,0
2540,-0.0566406,0.930176,-0.274414,0
2560,-0.0327148,0.990723,-0.255371,0
2580,-0.131836,0.979004,-0.286133,0
2600,-0.152832,0.960938,-0.283203,0
2620,-0.161133,1.02197,-0.233887,0
2640,-0.167969,0.955566,-0.308594,0
2660,-0.114746,0.980469,-0.265625,0
2680,-0.108887,0.976562,-0.229004,0
2700,-0.11084,0.943848,-0.213379,0
2720,-0.16748,0.990234,-0.243652,0
2740,-0.17041,0.998535,-0.297363,0
2760,-0.150391,1.03223,-0.306152,0
2780,-0.153809,0.978027,-0.27832,0
2800,-0.162598,0.994141,-0.224609,0
2820,-0.165039,0.950684,-0.245117,0
2840,-0.160645,0.953613,-0.276855,0
2860,-0.137207,0.960938,-0.258301,0
2880,-0.117676,0.959961,-0.279785,0
2900,-0.101562,0.967285,-0.265137,0
2920,-0.113281,0.937012,-0.329102,0
2940,-0.106934,1.00537,-0.318359,0
2960,-0.146973,0.98584,-0.336426,0
2980,-0.146973,0.991211,-0.258789,0
3000,-0.174316,0.959961,-0.264648,0
3020,-0.200684,0.981934,-0.229492,0
3040,-0.220703,0.956055,-0.266113,0
3060,-0.191406,0.952637,-0.286621,0
3080,-0.160156,0.962402,-0.294922,0
3100,-0.124023,0.960449,-0.302246,0
3120,-0.118164,0.969238,-0.303711,0
3140,-0.120605,0.981445,-0.306641,0
3160,-0.138672,0.968262,-0.29834,0
3180,-0.151367,0.96875,-0.285156,0
3200,-0.147461,0.986816,-0.254883,0
3220,-0.157227,0.970215,-0.244629,0
3240,-0.15625,0.974121,-0.226074,0
3260,-0.169922,0.985352,-0.24707,0
3280,-0.185059,0.992676,-0.269043,0
3300,-0.166992,0.982422,-0.279297,0
3320,-0.143555,0.987793,-0.286621,0
3340,-0.137695,0.98291,-0.265625,0
3360,-0.155762,0.956543,-0.28125,0
3380,-0.165527,0.963867,-0.287598,0
3400,-0.164551,0.962402,-0.299316,0
3420,-0.168945,0.967285,-0.303711,0
3440,-0.145508,0.976074,-0.302734,0
3460,-0.154785,0.964355,-0.305176,0
3480,-0.149414,0.954102,-0.291992,0
3500,-0.142578,0.939453,-0.305176,0
3520,-0.152344,0.957031,-0.297852,0
3540,-0.153809,0.958496,-0.29541,0
3560,-0.147461,0.970703,-0.282715,0
3570,-0.152344,0.950195,-0.268066,0
3590,-0.154297,0.966309,-0.282227,0
3610,-0.162598,0.984375,-0.301758,0
3630,-0.177734,0.976562,-0.3125,0
3650,-0.200195,0.972656,-0.30957,0
3670,-0.203613,0.950684,-0.306152,0
3690,-0.183594,0.957031,-0.295898,0
3710,-0.151367,0.931641,-0.308105,0
3730,-0.123535,0.95459,-0.303711,0
3750,-0.122559,0.976562,-0.326172,0
3770,-0.139648,0.989258,-0.299805,0
3790,-0.185547,0.96875,-0.293945,0
3810,-0.183105,0.977539,-0.270996,0
3830,-0.182129,0.973633,-0.260254,0
3850,-0.192871,0.98291,-0.268555,0
3870,-0.196289,0.976074,-0.28125,0
3890,-0.207031,0.97168,-0.28418,0
3910,-0.194824,0.949707,-0.293457,0
3930,-0.165527,0.947266,-0.324707,0
3950,-0.174316,0.966309,-0.336914,0
3970,-0.187988,0.969238,-0.335938,0
3990,-0.199707,0.949219,-0.317871,0
4010,-0.189941,0.946777,-0.280762,0
4030,-0.161621,0.95166,-0.272949,0
4050,-0.14209,0.950195,-0.278809,0
4070,-0.151855,0.978027,-0.283203,0
4090,-0.168945,0.989746,-0.29834,0
4110,-0.186523,0.971191,-0.288086,0
4130,-0.194336,0.97998,-0.27832,0
4150,-0.176758,0.966309,-0.272949,0
4170,-0.174316,0.962402,-0.290527,0
4190,-0.173828,0.970215,-0.293457,0
4210,-0.177734,0.978516,-0.301758,0
4230,-0.190918,0.969727,-0.293945,0
4250,-0.201172,0.942383,-0.3125,0
4270,-0.193359,0.964355,-0.314453,0
4290,-0.181641,0.947754,-0.333008,0
4310,-0.174805,0.965332,-0.328613,0
4330,-0.150391,0.969727,-0.303223,0
4350,-0.17041,0.962891,-0.269531,0
4370,-0.165527,0.968262,-0.271484,0
4390,-0.186035,0.957031,-0.262695,0
4410,-0.185059,0.96582,-0.283203,0
4430,-0.17627,0.946777,-0.305176,0
4450,-0.186035,0.955078,-0.316406,0
4470,-0.176758,0.971191,-0.3125,0
4490,-0.180176,0.958496,-0.291016,0
4510,-0.19043,0.974121,-0.296387,0
4530,-0.216309,0.963379,-0.300781,0
4550,-0.217773,0.967285,-0.310059,0
4570,-0.20166,0.978027,-0.301758,0
4590,-0.175293,0.967285,-0.288574,0
4610,-0.165039,0.969238,-0.28125,0
4630,-0.174805,0.956055,-0.290527,0
4650,-0.198242,0.95166,-0.311523,0
4670,-0.195312,0.929688,-0.329102,0
4690,-0.196289,0.978516,-0.325195,0
4710,-0.180176,0.944336,-0.313477,0
4730,-0.189453,0.932617,-0.296875,0
4750,-0.171875,0.970703,-0.273926,0
4770,-0.160156,0.963867,-0.291016,0
4790,-0.17627,0.970215,-0.299316,0
4810,-0.179688,0.981934,-0.275391,0
4830,-0.179688,0.958496,-0.275879,0
4850,-0.180664,0.977051,-0.277344,0
4870,-0.177734,0.981934,-0.290039,0
4890,-0.213379,0.970703,-0.316895,0
4910,-0.214355,0.967285,-0.308594,0
4930,-0.199219,0.956543,-0.299805,0
4950,-0.184082,0.963867,-0.300781,0
4970,-0.177734,0.977051,-0.314941,0
4990,-0.186523,0.975586,-0.29834,0
5010,-0.202148,0.964844,-0.284668,0
5030,-0.214844,0.951172,-0.293457,0
5050,-0.226074,0.975586,-0.279297,0
5070,-0.198242,0.949707,-0.305664,0
5090,-0.179688,0.958984,-0.291992,0
5110,-0.169922,0.960938,-0.285645,0
5130,-0.190918,0.949219,-0.313965,0
5150,-0.199707,0.963379,-0.310059,0
5170,-0.181152,0.953613,-0.292969,0
5190,-0.189453,0.935547,-0.28125,0
5210,-0.197266,0.944336,-0.29248,0
5230,-0.197266,0.950195,-0.314941,0
5250,-0.195312,0.95166,-0.329102,0
5270,-0.190918,0.958984,-0.32959,0
5290,-0.206055,0.958008,-0.313965,0
5310,-0.200195,0.951172,-0.308594,0
5330,-0.211426,0.969238,-0.296387,0
5350,-0.206543,0.969238,-0.303223,0
5370,-0.197754,0.964355,-0.305664,0
5390,-0.195801,0.973145,-0.294922,0
5410,-0.197266,0.958984,-0.296875,0
5430,-0.205078,0.964355,-0.287109,0
5450,-0.197266,0.956543,-0.308105,0
5470,-0.196289,0.95459,-0.296387,0
5490,-0.192871,0.94873,-0.305664,0
5510,-0.186523,0.961914,-0.309082,0
5530,-0.202148,0.969727,-0.315918,0
5550,-0.217773,0.964355,-0.302246,0
5570,-0.218262,0.973145,-0.299805,0
5590,-0.229004,0.970215,-0.296875,0
5610,-0.21875,0.961426,-0.313965,0
5630,-0.166992,0.943848,-0.32666,0
5650,-0.0664062,0.924805,-0.341797,0
5670,0.0629883,0.903809,-0.34082,0
5690,0.179199,0.519043,-0.0273438,0
5710,0.34375,0.733887,0.0751953,0
5730,0.339844,0.405762,-0.109863,0
5750,0.341309,0.331055,-0.193848,0
5770,0.286133,0.258789,-0.437012,0
5790,0.059082,0.282715,-1.63574,0
5810,-1.27588,-0.54834,-1.67969,0
5830,-0.65625,-2.18018,-0.921387,0
5850,-0.877441,-0.751953,-1.98877,0
5870,-1.04395,0.0161133,-2.36914,0
5890,-0.770508,-0.527344,-1.00977,0
5910,-0.40332,-0.00585938,-1.04199,0
5930,-0.285156,-0.227051,-1.0498,0
5950,0.0498047,-0.654297,-0.398926,0
5970,-0.214355,-0.202148,-0.780762,0
5990,0.200195,0.395508,-0.953613,0
6010,0.325195,0.165527,-1.11523,0
6030,-0.339355,-0.391602,-1.65381,0
6050,-0.378906,-0.0698242,-1.54004,0
6070,-0.355469,-0.290039,-1.23877,0
6090,-0.329102,-0.47998,-0.928223,0
6110,-0.231934,-0.360352,-0.87207,0
6120,-0.190918,-0.179199,-0.955566,0
6140,-0.193359,-0.231445,-1.14648,0
6160,-0.154297,-0.0302734,-1.31738,0
6180,0.0429688,-0.132812,-1.33203,0
6200,0.0932617,-0.015625,-1.32227,0
6220,-0.043457,-0.13623,-0.955566,0
6240,-0.231445,-0.333984,-0.950684,0
6260,-0.443848,-0.374512,-0.922852,0
6280,-0.678223,-0.347168,-1.05371,0
6300,-0.416016,-0.147949,-1.0835,0
6320,-0.67334,-0.203613,-1.48145,0
6340,-0.390625,-0.00537109,-1.38965,0
6360,-0.20166,0.0664062,-1.27197,0
6380,-0.0986328,0.0170898,-1.27344,0
6400,0.0566406,0.425781,-0.908691,0
6420,-0.472168,-0.0507812,-0.585938,0
6440,-0.941895,-0.421387,-1.05615,0
6460,-1.22217,-0.000488281,-0.765137,0
6480,-0.191895,0.183594,-1.00293,0
6500,-1.34912,-0.394531,-1.32373,0
6520,-0.726562,0.324219,-0.28125,0
6540,0.527832,0.839844,-0.62793,0
6560,1.21387,1.51758,0.0981445,0
6580,-0.254883,0.386719,-1.0127,0
6600,-0.757324,0.772949,-0.72998,0
6620,-1.51758,0.195801,-1.60596,0
6640,-0.995605,0.520508,-1.23633,0
6660,0.175781,0.392578,-0.311035,0
6680,0.28125,0.756836,0.03125,0
6700,-0.20166,1.03809,-0.753906,0
6720,-0.505371,1.16211,-0.841797,0
6740,0.0253906,0.90625,-1.08057,0
6760,-0.0771484,0.811523,-0.345215,0
6780,-0.360352,0.795898,-0.0424805,0
6800,-0.30957,0.859375,0.0429688,0
6820,-0.269043,0.803711,0.0810547,0
6840,-0.559082,0.70752,0.121582,0
6860,-0.710449,0.639648,0.165527,0
6880,-0.495605,0.702148,-0.124023,0
6900,-0.833496,0.947754,-0.615234,0
6920,-0.224609,1.13672,-1.20459,0
6940,-0.953125,1.1748,-1.15283,0
6960,-1.46973,0.968262,-0.547363,0
6980,-0.471191,1.36865,0.800293,0
7000,-0.366211,1.1958,0.259766,0
7020,0.437012,0.173828,-1.0874,0
7040,0.724609,0.512695,1.21924,0
7060,0.0932617,0.56543,0.21875,0
7080,-0.233398,0.164551,0.405762,0
7100,-0.0522461,-0.438477,0.384277,0
7120,0.307129,-1.03564,-0.0986328,0
7140,0.452637,-0.986328,0.329102,0
7160,0.580078,-0.685547,1.50879,0
7180,0.384277,-0.854492,1.54346,0
7200,-0.189453,-1.30322,1.62402,0
7220,-0.389648,-1.47363,1.19141,0
7240,-0.30127,-1.1626,1.03076,0
7260,0.125488,-0.790527,0.927246,0
7280,0.199219,-0.679688,0.747559,0
7300,0.0654297,-0.453125,0.751465,0
7320,-0.24707,-0.141602,0.979492,0
7340,-0.0986328,0.995605,0.907715,0
7360,0.226562,1.11377,0.131836,0
7380,0.175781,0.901367,0.109863,0
7400,-0.00439453,0.996582,0.126465,0
7420,0.194824,1.15771,0.249512,0
7440,0.195312,1.06934,0.745117,0
7460,0.257812,0.129883,0.721191,0
7480,0.152344,0.0820312,0.762207,0
7500,-0.00292969,0.249023,1.07666,0
7520,-0.243164,0.15918,1.10449,0
7540,-0.33252,0.0786133,0.90332,0
7560,-0.256836,0.251953,0.731934,0
7580,-0.154297,0.517578,0.661133,0
7600,0.185547,0.740723,0.677246,0
7620,0.199707,0.538574,0.646484,0
7640,-0.0239258,0.640625,0.633789,0
7660,-0.20459,0.632324,0.743652,0
7680,-0.389648,0.637695,0.928711,0
7700,-0.45752,0.45459,0.693848,0
7720,-0.408691,0.557129,0.67041,0
7740,-0.789062,0.0356445,0.306152,0
7760,-0.494629,0.630371,0.854492,0
7780,-0.463379,0.600586,0.704102,0
7800,-0.361816,0.492676,0.688477,0
7820,-0.27002,0.458008,0.549805,0
7840,-0.217285,0.526855,0.52002,0
7860,-0.300293,0.558105,0.599609,0
7880,-0.488281,0.534668,0.489258,0
7900,-0.802734,0.624023,0.34375,0
7920,-1.04395,0.438965,0.0244141,0
7940,-1.17334,0.0932617,-0.161133,0
7960,-0.751953,0.584473,-0.20459,0
7980,-1.30615,1.18213,0.178711,0
8000,-1.17139,0.823242,-0.425293,0
8020,-0.918945,0.596191,-0.378906,0
8040,-0.95166,0.498047,-0.153809,0
8060,-0.787109,0.814453,0.267578,0
8080,-0.746582,0.746582,0.354004,0
8100,-0.64502,0.554199,0.337891,0
8120,-0.648438,0.507812,0.280273,0
8140,-0.597168,0.734863,0.478027,0
8160,-0.501465,0.694824,0.267578,0
8180,-0.499023,0.719727,0.246094,0
8200,-0.711914,0.73877,0.218262,0
8220,-0.912598,0.604004,0.175293,0
8240,-0.812988,0.589844,0.234863,0
8260,-0.655273,0.611328,0.308594,0
8280,-0.537598,0.627441,0.318848,0
8300,-0.421875,0.62793,0.391113,0
8320,-0.438965,0.609863,0.443848,0
8340,-0.585449,0.720703,0.501953,0
8360,-0.697266,0.59668,0.392578,0
8380,-0.747559,0.561523,0.372559,0
8400,-0.729004,0.623047,0.297852,0
8420,-0.701172,0.656738,0.379395,0
8440,-0.549316,0.657227,0.432129,0
8460,-0.54541,0.664062,0.425293,0
8480,-0.558105,0.636719,0.42627,0
8500,-0.57959,0.652344,0.436035,0
8520,-0.602051,0.65625,0.364746,0
8540,-0.624023,0.695312,0.369629,0
8560,-0.65625,0.712891,0.32666,0
8580,-0.692383,0.744141,0.3125,0
8600,-0.660645,0.703613,0.282715,0
8620,-0.522461,0.757324,0.321777,0
8640,-0.424805,0.773926,0.383301,0
8660,-0.469727,0.693359,0.413574,0
8670,-0.517578,0.61377,0.435059,0
8690,-0.562988,0.597168,0.469238,0
8710,-0.53125,0.65918,0.552246,0
8730,-0.445312,0.663574,0.555664,0
8750,-0.451172,0.735352,0.527344,0
8770,-0.497559,0.621582,0.541016,0
8790,-0.391113,0.609863,0.493164,0
8810,-0.437012,0.478027,0.40332,0
8830,-0.38916,0.657227,0.687988,0
8850,-0.250488,0.524414,0.615723,0
8870,-0.0595703,0.458008,0.695312,0
8890,0.0390625,0.551758,0.885742,0
8910,-0.0356445,0.513672,0.895508,0
8930,-0.118652,0.402344,0.766602,0
8950,-0.243164,0.506836,0.673828,0
8970,-0.308105,0.640137,0.617188,0
8990,-0.301758,0.684082,0.546875,0
9010,-0.294922,0.704102,0.533203,0
9030,-0.262695,0.757812,0.612305,0
9050,-0.214844,0.766113,0.588867,0
9070,-0.209961,0.700684,0.591797,0
9090,-0.228027,0.646973,0.589844,0
9110,-0.216309,0.693848,0.629883,0
9130,-0.179688,0.66748,0.609863,0
9150,-0.157227,0.665527,0.599121,0
9170,-0.197266,0.676758,0.578125,0
9190,-0.302734,0.713379,0.646973,0
9210,-0.349609,0.634277,0.601562,0
9230,-0.308594,0.620605,0.65625,0
9250,-0.246582,0.633789,0.671387,0
9270,-0.180176,0.638672,0.686035,0
9290,-0.168457,0.625977,0.664062,0
9310,-0.220703,0.645996,0.659668,0
9330,-0.273438,0.632812,0.643555,0
9350,-0.290039,0.648438,0.650879,0
9370,-0.26416,0.668457,0.617676,0
9390,-0.217285,0.69043,0.638672,0
9410,-0.213867,0.666992,0.607422,0
9430,-0.256836,0.67627,0.618652,0
9450,-0.276367,0.665039,0.595703,0
9470,-0.249512,0.672852,0.584473,0
9490,-0.214355,0.671387,0.575684,0
9510,-0.190918,0.668945,0.588867,0
9530,-0.165527,0.652344,0.626465,0
9550,-0.171875,0.625,0.660645,0
9570,-0.200684,0.619141,0.679199,0
9590,-0.257324,0.617676,0.686523,0
9610,-0.299805,0.641113,0.663086,0
9630,-0.290039,0.655273,0.64209,0
9650,-0.270996,0.69043,0.629395,0
9670,-0.254883,0.690918,0.61377,0
9690,-0.225586,0.687988,0.623047,0
